RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
06/01/2025,211867,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,APROVADO
06/01/2025,212656,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
08/01/2025,205190,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
08/01/2025,210361,1,50% á 80%,ATIVO,REVERSÃO,ITAÚ,ANA GESSICA,RESOLVIDO,APROVADO
08/01/2025,210945,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
10/01/2025,211689,1,50% á 80%,ATIVO,JULIO,RENNER,JULIANE,RESOLVIDO,
10/01/2025,208569,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
10/01/2025,211918,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
14/01/2025,205278,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
13/01/2025,211827,1,50% á 80%,ATIVO,JULIO,RENNER,YURI,RESOLVIDO,APROVADO
14/01/2025,206914,1,50% á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,TRANSFERÊNCIA
15/01/2025,211566,1,50% á 80%,ATIVO,REVERSÃO,BV FINANCEIRA,YURI,RESOLVIDO,QUITADO EMPRESA
15/01/2025,202689,1,50% á 80%,ATIVO,REVERSÃO,BV FINANCEIRA,POLIANA,RESOLVIDO,APROVADO
15/01/2025,211947,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,EM ACORDO
17/01/2025,212419,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,APROVADO
20/01/2025,207433,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
22/01/2025,212259,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,APROVADO
21/01/2025,203852,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
22/01/2025,211973,1,50% á 80%,ATIVO,JULIO,RENNER,FELIPE,RESOLVIDO,QUITADO CLIENTE
21/01/2025,212333,1,50% á 80%,ATIVO,JULIO,RENNER,LUARA,RESOLVIDO,
02/01/2025,218877,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
02/01/2025,216960,2,valores,ATIVO,JULIO,RENNER,THALISSON,RESOLVIDO,SEM DESCONTO
03/01/2025,191320,2,50% á 80%,ATIVO,JULIO,RCI,ALINE,RESOLVIDO,SEM DESCONTO
03/01/2025,211464,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
03/01/2025,102537,1,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,QUITADO CLIENTE
06/01/2025,218893,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,SEM DESCONTO
06/01/2025,173829,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,APROVADO
07/01/2025,189224,1,50% á 80%,ATIVO,JULIO,RENNER,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,200930,2,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,198796,2,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
08/01/2025,212306,1,50% á 80%,ATIVO,JULIO,BRADESCO,IGOR,RESOLVIDO,
10/01/2025,212806,2,50% Á 80%,ATIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
10/01/2025,206274,1,50% á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
10/01/2025,213382,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,CANCELADO
10/01/2025,164403,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
13/01/2025,190279,2,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,CANCELADO
13/01/2025,185486,1,50% á 80%,ATIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,APROVADO
13/01/2025,165382,1,50% á 80%,ATIVO,JULIO,RENNER,THALISSON,RESOLVIDO,LEVANTAMENTO DE VALORES
09/01/2025,210746,1,50% á 80%,ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
14/01/2025,196951,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,SEM DESCONTO
14/01/2025,215980,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
14/01/2025,168583,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,195540,2,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,188095,1,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,AGÊNCIA
22/01/2025,150012,1,50% á 80%,ATIVO,JULIO,RENNER,YURI,RESOLVIDO,CANCELADO
15/01/2025,150234,1,50% á 80%,ATIVO,JULIO,RENNER,IGOR,RESOLVIDO,
15/01/2025,197534,1,50% á 80%,ATIVO,JULIO,RENNER,JULIANE,RESOLVIDO,APROVADO
17/01/2025,152408,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,SEM DESCONTO
17/01/2025,194490,2,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,174806,1,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,APROVADO
21/01/2025,219115,1,50% á 80%,ATIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,AGUARDANDO PROCURAÇÃO
21/01/2025,218353,1,50% á 80%,ATIVO,JULIO,SANTANDER,IGOR,RESOLVIDO,
21/01/2025,145916,1,50% á 80%,ATIVO,JULIO,RENNER,JULIANE,RESOLVIDO,QUITADO EMPRESA
03/01/2025,192550,1,50% a 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
02/01/2025,195208,1,"R$ 18.000,00",RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,APROVADO
06/01/2025,190942,2,"R$ 5.000,00",RECEPTIVO,JULIO,OMNI,THALISSON,RESOLVIDO,SEM DESCONTO
03/01/2025,212486,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
15/01/2025,223229,1,50% á 80%,ATIVO,JULIO,RENNER,IGOR,RESOLVIDO,
17/01/2025,217723,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,222624,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
13/01/2025,188614,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,IGOR,RESOLVIDO,
15/01/2025,166700,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,SEM DESCONTO
15/01/2025,211223,1,50% á 80%,ATIVO,JULIO,SINOSSERRA FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,219774,1,50% á 80%,ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,CANCELADO
20/01/2025,215395,3,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,
20/01/2025,216210,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,204558,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO CLIENTE
21/01/2025,140465,1,50% á 80%,ATIVO,JULIO,SAFRA,LUARA,RESOLVIDO,
06/01/2025,211711,3,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,EM ACORDO
02/01/2025,164233,1,50% á 80%,ATIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,SEM DESCONTO
06/01/2025,206017,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
07/01/2025,166994,1,50% á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,QUITADO CLIENTE
07/01/2025,180391,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
08/01/2025,158907,1,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,AGÊNCIA
13/01/2025,166187,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,APROVADO
13/01/2025,169895,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
14/01/2025,206187,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,73722,1,50% á 80%,ATIVO,JULIO,SAFRA,NUNO,RESOLVIDO,QUITADO CLIENTE
17/01/2025,151629,1,50% á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,AGÊNCIA
20/01/2025,168599,1,50% á 80%,ATIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,QUITADO CLIENTE
20/01/2025,222264,1,50% á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
13/01/2025,126966,1,50% á 80%,ATIVO,JULIO,OMNI,POLIANA,RESOLVIDO,AGUARDANDO PROCURAÇÃO
21/01/2025,67788,1,50% á 80%,ATIVO,JULIO,SAFRA,JULIANE,RESOLVIDO,APROVADO
21/01/2025,174484,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,62531,1,50% á 80%,ATIVO,JULIO,SAFRA,IGOR,RESOLVIDO,
13/01/2025,193775,1,50% Á 80%,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,APROVADO
21/01/2025,179320,1,50% Á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,SEM DESCONTO
02/01/2025,166382,1,50% á 80%,ATIVO,JULIO,RENNER,ELISANGELA,RESOLVIDO,SEM DESCONTO
10/01/2025,213208,3,50% a 80%,ATIVO,JULIO,BRADESCO,YURI,RESOLVIDO,SEM DESCONTO
15/01/2025,214227,1,50% a 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,
17/01/2025,206058,1,50% a 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,205055,1,50% a 80%,ATIVO,JULIO,RENNER,IGOR,RESOLVIDO,
02/01/2025,204784,2,50% Á 80% ,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,SEM DESCONTO
06/01/2025,221676,2,50% Á 80% ,ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,CANCELADO
08/01/2025,78831,1,50% Á 80% ,ATIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,CANCELADO
08/01/2025,221011,3,50% Á 80% ,ATIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
10/01/2025,190142,1,50% Á 80% ,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,APROVADO
14/01/2025,222780,1,50% Á 80% ,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APREENDIDO
15/01/2025,169790,1,50% Á 80% ,ATIVO,JULIO,VOLKSWAGEN,LUARA,RESOLVIDO,
17/01/2025,193817,2,50% Á 80% ,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,219969,1,50% Á 80% ,ATIVO,JULIO,OMNI,FELIPE,RESOLVIDO,SEM DESCONTO
20/01/2025,142078,1,50% Á 80% ,ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,QUITADO CLIENTE
20/01/2025,202824,1,50% Á 80% ,ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,SEM DESCONTO
22/01/2025,170517,2,50% Á 80% ,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,135482,2,50% Á 80% ,ATIVO,JULIO,VOLKSWAGEN,ANA GESSICA,RESOLVIDO,SEM DESCONTO
22/01/2025,219967,1,50% Á 80% ,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
08/01/2025,221778,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
13/01/2025,196837,1,50% á 80%,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
15/01/2025,20935,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
15/01/2025,198580,4,50% á 80%,ATIVO,JULIO,OMNI,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,207261,1,50% á 80%,ATIVO,JULIO,OMNI,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,218214,2,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
07/01/2025,220462,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,AGUARDANDO PROCURAÇÃO
07/01/2025,106718,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,QUITADO CLIENTE
13/01/2025,117908,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,81430,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,REFINANCIAMENTO
22/01/2025,28913,1,50% á 80%,ATIVO,JULIO,SAFRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
23/01/2025,118801,1,50% á 80%,ATIVO,JULIO,SANTANA,NUNO,RESOLVIDO,SEM DESCONTO
22/01/2025,108981,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
08/01/2025,210460 ,1,"R$ 2.000,00",ATIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
06/01/2025,141397,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,CANCELADO
06/01/2025,154394,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
06/01/2025,183478,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
06/01/2025,184944,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,APROVADO
13/01/2025,181978,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
13/01/2025,151239,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,LEVANTAMENTO DE VALORES
14/01/2025,177377,1,50% á 80%,ATIVO,JULIO,VOLKSWAGEN,ANA LIDIA,RESOLVIDO,SEM DESCONTO
14/01/2025,189229,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
14/01/2025,190513,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,SEM DESCONTO
15/01/2025,223270,5,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,SEM DESCONTO
15/01/2025,197571,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
17/01/2025,114949,1,50% á 80%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,APREENDIDO
20/01/2025,132481,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,QUITADO CLIENTE
20/01/2025,142993,1,50% á 80%,ATIVO,JULIO,BRADESCO,NUNO,RESOLVIDO,APROVADO
20/01/2025,181672,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
22/01/2025,124265,1,50% á 80%,ATIVO,JULIO,RENNER,ALINE,RESOLVIDO,SEM DESCONTO
02/01/2025,188138,1,50% á 80%,ATIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,APROVADO
07/01/2025,87896,1,50% á 80%,ATIVO,JULIO,SAFRA,JULIANE,RESOLVIDO,SEM DESCONTO
08/01/2025,194484,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
14/01/2025,83126,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
14/01/2025,221367,2,50% á 80%,ATIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
15/01/2025,222612,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
15/01/2025,213407,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
20/01/2025,203969,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,EM ACORDO
22/01/2025,86837,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
07/01/2025,233642,2,"R$3.800,00",RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
02/01/2025,189494,2,"R$7.000,00",ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
06/01/2025,210678,2,"CARRO DEU PT- CLIENTE DISPÕE DE R$5.000,00",RECEPTIVO,JULIO,ITAÚ,POLIANA,RESOLVIDO,APROVADO
22/01/2025,199417,1,50% a 80%,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
03/01/2025,191616,1,50% á 80%,ATIVO,JULIO,SANTANDER,ADRIANO,RESOLVIDO,QUITADO CLIENTE
06/01/2025,207923,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO CLIENTE
08/01/2025,178291,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,QUITADO CLIENTE
13/01/2025,118327,1,50% á 80%,ATIVO,JULIO,OMNI,JULIANE,RESOLVIDO,APROVADO
13/01/2025,175581,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
14/01/2025,160318,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,SEM DESCONTO
14/01/2025,165565,1,50% á 80%,ATIVO,JULIO,OMNI,FELIPE,RESOLVIDO,QUITADO EMPRESA
15/01/2025,196451,2,50% á 80%,ATIVO,JULIO,OMNI,JULIANE,RESOLVIDO,QUITADO CLIENTE
14/01/2025,159719,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,SEM DESCONTO
15/01/2025,110658,1,50% á 80%,ATIVO,JULIO,SAFRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,217968,2,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,
15/01/2025,107817,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,214738,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,173329,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
20/01/2025,189201,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
22/01/2025,116621,1,50% á 80%,ATIVO,JULIO,RENNER,ALINE,RESOLVIDO,SEM DESCONTO
22/01/2025,124175,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,SEM DESCONTO
22/01/2025,188294,1,50% á 80%,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
07/01/2025,13609,1,50% a 80%,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,9501,1,50% a 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,INFORMAÇÕES 
07/01/2025,222048,1,50% a 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,SEM DESCONTO
08/01/2025,218808,1,50% Á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,QUITADO CLIENTE
16/01/2025,131895,1,50% Á 80%,ATIVO,JULIO,SAFRA,POLIANA,RESOLVIDO,APROVADO
03/01/2025,211698,1,50% Á 80% ,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
15/01/2025,211369,1,50% Á 80% ,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,218681,1,50% Á 80% ,ATIVO,JULIO,SANTANA,POLIANA,RESOLVIDO,SEM DESCONTO
17/01/2025,212343,1,50% Á 80% ,ATIVO,JULIO,OMNI,POLIANA,RESOLVIDO,SEM DESCONTO
17/01/2025,223144,1,50% Á 80% ,ATIVO,JULIO,OMNI,IGOR,RESOLVIDO,
20/01/2025,200171,1,50% Á 80% ,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,APROVADO
20/01/2025,221148,1,50% Á 80% ,ATIVO,JULIO,BRADESCO,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025,221408,1,50% Á 80% ,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
21/01/2025,221699,2,50% Á 80% ,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
21/01/2025,208766,1,50% Á 80% ,ATIVO,JULIO,SANTANA,NUNO,RESOLVIDO,QUITADO EMPRESA
06/01/2025,35161,1,50% á 80%,ATIVO,JULIO,SAFRA,JULIANE,RESOLVIDO,SEM DESCONTO
06/01/2025,129243,1,50% á 80%,ATIVO,JULIO,RCI,FELIPE,RESOLVIDO,QUITADO EMPRESA
07/01/2025,69534,1,50% á 80%,ATIVO,JULIO,SAFRA,JULIANE,RESOLVIDO,SEM DESCONTO
07/01/2025,148707,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
07/01/2025,220227 ,2,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,SEM DESCONTO
07/01/2025,154869,1,50% á 80%,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,SEM DESCONTO
08/01/2025,210222,1,50% á 80%,ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
14/01/2025,139373,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,APROVADO
15/01/2025,51612,1,50% á 80%,ATIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,CANCELADO
17/01/2025,216414,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
20/01/2025,220916,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
02/01/2025,216503,1,50% á 80%,ATIVO,JULIO,RENNER,ALANA,RESOLVIDO,SEM DESCONTO
03/01/2025,174958,1,50% á 80%,ATIVO,JULIO,SANTANDER,ADRIANO,RESOLVIDO,APROVADO
06/01/2025,203687,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,APROVADO
06/01/2025,149150,4,50% a 80%,ATIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
06/01/2025,164882,1,50% á 80%,ATIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,CANCELADO
07/01/2025,220320,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
08/01/2025,176827,1,"R$ 5.000,00",ATIVO,JULIO,RENNER,YURI,RESOLVIDO,SEM DESCONTO
13/01/2025,216902,1,50% á 80%,ATIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
13/01/2025,223310,1,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
14/01/2025,212229,1,50% á 80%,ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,161108,1,50% á 80%,ATIVO,JULIO,ITAÚ,ELISANGELA,RESOLVIDO,SEM DESCONTO
15/01/2025,202696,1,50% á 80%,ATIVO,JULIO,ITAÚ,JULIANE,RESOLVIDO,QUITADO CLIENTE
15/01/2025,223311,1,50% á 80%,ATIVO,JULIO,ITAÚ,FELIPE,RESOLVIDO,CANCELADO
15/01/2025,131462,1,50% á 80%,ATIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,QUITADO CLIENTE
15/01/2025,172626,1,50% á 80%,ATIVO,JULIO,BRADESCO,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,162124,1,50% á 80%,ATIVO,JULIO,RENNER,POLIANA,RESOLVIDO,SEM DESCONTO
17/01/2025,148242,1,50% á 80%,ATIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,CANCELADO
20/01/2025,198729,1,50% á 80%,ATIVO,JULIO,RENNER,MATHEUS,RESOLVIDO,EM ACORDO
20/01/2025,162364,1,50% á 80%,ATIVO,JULIO,SANTANA,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,204282,1,50% á 80%,ATIVO,JULIO,RENNER,LUARA,RESOLVIDO,
20/01/2025,198840,2,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,
16/01/2025,217017,1,50% á 80%,ATIVO,JULIO,OMNI,POLIANA,RESOLVIDO,AGUARDANDO PROCURAÇÃO
21/01/2025,206576,1,50% á 80%,ATIVO,JULIO,RENNER,ALINE,RESOLVIDO,APROVADO
22/01/2025,162803,1,50% á 80%,ATIVO,JULIO,ITAÚ,FELIPE,RESOLVIDO,SEM DESCONTO
22/01/2025,198408,1,50% á 80%,ATIVO,JULIO,VOLKSWAGEN,ANA GESSICA,RESOLVIDO,SEM DESCONTO
02/01/2025,85111,1,50% á 80%,ATIVO,JULIO,SANTANDER,ELISANGELA,RESOLVIDO,TRANSFERÊNCIA
02/01/2025,110620,1,50% á 80%,ATIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,APROVADO
02/01/2025,207098,1,50% á 80%,ATIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO APROVADO
02/01/2025,167942,1,50% á 80%,ATIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,QUITADO EMPRESA
02/01/2025,187943,1,50% á 80%,ATIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
02/01/2025,222779,1,50% á 80%,ATIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,SEM DESCONTO
03/01/2025,55435,1,50% á 80%,ATIVO,JULIO,SANTANDER,ADRIANO,RESOLVIDO,TRANSFERÊNCIA
